Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Return_Quantity,Return_Rate,Is_Returned,Discount_Ratio
ORD00001066,PROD00001066,USER00001066,2023-02-20,2023-04-18,Medium,243.95,2,Not as described,Returned,57,58,Female,City13,Debit Card,Next-Day,4.35,2,1.0,1,0.03566304570608731
ORD00001067,PROD00001067,USER00001067,2024-10-14,2024-03-13,Medium,144.91,3,Changed mind,Returned,-215,62,Male,City47,Gift Card,Standard,34.91,3,1.0,1,0.7227244496584087
ORD00001068,PROD00001068,USER00001068,2023-02-27,,Medium,150.91,5,,Not Returned,,20,Female,City84,Debit Card,Next-Day,33.8,,,0,1.119872771850772
ORD00001069,PROD00001069,USER00001069,2023-09-30,,High,316.7,1,,Not Returned,,50,Female,City85,PayPal,Standard,40.38,,,0,0.1275023681717714
ORD00001070,PROD00001070,USER00001070,2023-11-24,2023-02-13,Medium,266.2,4,Defective,Returned,-284,55,Female,City50,Debit Card,Standard,43.68,4,1.0,1,0.6563486100676184
ORD00001071,PROD00001071,USER00001071,2024-06-29,2024-02-28,Medium,220.08,5,Wrong item,Returned,-122,62,Male,City79,PayPal,Standard,17.72,5,1.0,1,0.40258087968011624
ORD00001072,PROD00001072,USER00001072,2023-06-01,2024-12-22,Low,52.81,1,Wrong item,Returned,570,52,Male,City28,PayPal,Express,48.46,1,1.0,1,0.9176292368869532
ORD00001073,PROD00001073,USER00001073,2023-09-29,2023-12-10,Low,12.24,3,Wrong item,Returned,72,32,Female,City87,Gift Card,Express,23.63,3,1.0,1,5.791666666666666
ORD00001074,PROD00001074,USER00001074,2023-06-22,2024-12-06,High,401.55,2,Not as described,Returned,533,63,Female,City81,PayPal,Standard,15.18,2,1.0,1,0.07560702278670153
ORD00001075,PROD00001075,USER00001075,2023-05-12,2023-07-29,High,340.34,5,Defective,Returned,78,48,Female,City39,Debit Card,Standard,47.23,5,1.0,1,0.693864958570841
ORD00001076,PROD00001076,USER00001076,2024-10-24,,Medium,226.96,4,,Not Returned,,43,Female,City12,Credit Card,Next-Day,48.15,,,0,0.8486076841734226
ORD00001077,PROD00001077,USER00001077,2024-07-21,2023-11-24,High,482.35,3,Wrong item,Returned,-240,59,Male,City78,PayPal,Express,28.46,3,1.0,1,0.17700839639266092
ORD00001078,PROD00001078,USER00001078,2023-07-21,,Medium,175.66,4,,Not Returned,,26,Female,City50,PayPal,Standard,10.96,,,0,0.24957303882500287
ORD00001079,PROD00001079,USER00001079,2024-11-23,,Medium,124.76,1,,Not Returned,,33,Female,City2,PayPal,Next-Day,31.96,,,0,0.25617184995190767
ORD00001080,PROD00001080,USER00001080,2023-03-07,2024-02-26,High,446.63,5,Defective,Returned,356,32,Male,City50,Debit Card,Standard,48.6,5,1.0,1,0.544074513579473
ORD00001081,PROD00001081,USER00001081,2023-10-24,,Medium,119.61,4,,Not Returned,,54,Male,City43,Gift Card,Standard,25.44,,,0,0.8507649862051668
ORD00001082,PROD00001082,USER00001082,2024-02-17,,Low,39.51,1,,Not Returned,,55,Male,City66,Debit Card,Standard,14.63,,,0,0.3702860035434068
ORD00001083,PROD00001083,USER00001083,2023-01-26,,Low,65.07,3,,Not Returned,,38,Female,City11,Gift Card,Standard,2.7,,,0,0.12448132780082989
ORD00001084,PROD00001084,USER00001084,2024-06-05,,Low,37.44,1,,Not Returned,,21,Female,City44,Credit Card,Express,2.44,,,0,0.06517094017094018
ORD00001085,PROD00001085,USER00001085,2023-10-23,,High,449.46,1,,Not Returned,,51,Female,City74,Credit Card,Express,14.84,,,0,0.033017398656165174
ORD00001086,PROD00001086,USER00001086,2023-11-24,2023-11-06,Medium,175.35,4,Changed mind,Returned,-18,36,Male,City48,PayPal,Next-Day,40.74,4,1.0,1,0.9293413173652695
ORD00001087,PROD00001087,USER00001087,2024-12-16,2024-03-15,Low,67.65,4,Changed mind,Returned,-276,67,Male,City86,Credit Card,Standard,47.96,4,1.0,1,2.835772357723577
ORD00001088,PROD00001088,USER00001088,2024-04-02,,High,461.96,3,,Not Returned,,43,Female,City60,Gift Card,Next-Day,16.78,,,0,0.10897047363408088
ORD00001089,PROD00001089,USER00001089,2023-10-17,,High,407.63,2,,Not Returned,,36,Male,City53,Credit Card,Standard,28.98,,,0,0.14218776831930918
ORD00001090,PROD00001090,USER00001090,2024-05-28,,Medium,104.4,1,,Not Returned,,64,Female,City100,Gift Card,Next-Day,47.01,,,0,0.450287356321839
ORD00001091,PROD00001091,USER00001091,2023-12-24,,Medium,279.58,5,,Not Returned,,30,Male,City18,Debit Card,Next-Day,9.04,,,0,0.16167107804563988
ORD00001092,PROD00001092,USER00001092,2023-12-01,2023-10-10,High,485.64,4,Changed mind,Returned,-52,34,Female,City95,Debit Card,Next-Day,40.06,4,1.0,1,0.32995634626472287
ORD00001093,PROD00001093,USER00001093,2024-10-24,2023-08-19,High,387.73,1,Not as described,Returned,-432,55,Female,City27,PayPal,Express,22.71,1,1.0,1,0.05857168648286178
ORD00001094,PROD00001094,USER00001094,2024-09-21,,High,437.28,4,,Not Returned,,24,Male,City73,Debit Card,Standard,12.17,,,0,0.11132455177460666
ORD00001095,PROD00001095,USER00001095,2023-10-14,,Medium,253.72,2,,Not Returned,,51,Male,City38,Debit Card,Standard,43.76,,,0,0.344947185874192
ORD00001096,PROD00001096,USER00001096,2023-09-05,2024-12-28,Medium,194.73,1,Wrong item,Returned,480,21,Female,City100,PayPal,Next-Day,6.2,1,1.0,1,0.031838956503877164
ORD00001097,PROD00001097,USER00001097,2023-03-08,2024-05-13,High,403.78,4,Changed mind,Returned,432,61,Male,City62,Gift Card,Express,34.01,4,1.0,1,0.33691614245381146
ORD00001098,PROD00001098,USER00001098,2024-10-04,2023-02-07,Medium,157.16,1,Not as described,Returned,-605,25,Male,City71,PayPal,Standard,30.42,1,1.0,1,0.1935607024688216
ORD00001099,PROD00001099,USER00001099,2023-01-30,,Low,31.96,4,,Not Returned,,36,Male,City51,Debit Card,Next-Day,22.51,,,0,2.8172715894868587
ORD00001100,PROD00001100,USER00001100,2023-03-17,2024-06-06,Medium,237.49,5,Changed mind,Returned,447,66,Male,City86,Debit Card,Standard,34.38,5,1.0,1,0.7238199503136975
ORD00001101,PROD00001101,USER00001101,2024-02-24,2023-12-26,High,413.62,3,Changed mind,Returned,-60,28,Female,City48,Credit Card,Next-Day,41.79,3,1.0,1,0.30310429863159416
ORD00001102,PROD00001102,USER00001102,2024-12-05,2024-12-26,High,459.23,3,Wrong item,Returned,21,28,Female,City20,Debit Card,Next-Day,44.14,3,1.0,1,0.2883522417960499
ORD00001103,PROD00001103,USER00001103,2023-01-30,2024-09-01,Medium,259.63,4,Wrong item,Returned,580,32,Female,City58,PayPal,Standard,2.15,4,1.0,1,0.0331240611639641
ORD00001104,PROD00001104,USER00001104,2024-06-18,2023-08-24,High,396.16,4,Changed mind,Returned,-299,63,Male,City80,Gift Card,Express,17.46,4,1.0,1,0.1762924071082391
ORD00001105,PROD00001105,USER00001105,2023-10-26,2023-11-21,Low,36.23,2,Defective,Returned,26,31,Male,City24,Credit Card,Express,32.48,2,1.0,1,1.7929892354402428
ORD00001106,PROD00001106,USER00001106,2024-01-09,,High,300.33,1,,Not Returned,,40,Female,City4,PayPal,Next-Day,3.2,,,0,0.010654946225818267
ORD00001107,PROD00001107,USER00001107,2023-05-30,,Medium,202.07,4,,Not Returned,,28,Male,City97,Debit Card,Next-Day,31.57,,,0,0.6249319542732716
ORD00001108,PROD00001108,USER00001108,2023-06-04,2024-03-07,High,395.24,5,Changed mind,Returned,277,70,Male,City44,PayPal,Standard,36.55,5,1.0,1,0.46237728974800113
ORD00001109,PROD00001109,USER00001109,2023-02-09,,Medium,160.95,5,,Not Returned,,47,Male,City21,PayPal,Standard,11.65,,,0,0.3619136377757068
ORD00001110,PROD00001110,USER00001110,2024-08-31,,High,300.1,2,,Not Returned,,42,Male,City73,Debit Card,Standard,31.07,,,0,0.20706431189603464
ORD00001111,PROD00001111,USER00001111,2024-03-29,2023-06-28,High,490.26,3,Changed mind,Returned,-275,67,Male,City62,Credit Card,Next-Day,38.12,3,1.0,1,0.23326398237669804
ORD00001112,PROD00001112,USER00001112,2023-03-14,2023-10-29,Medium,251.98,3,Not as described,Returned,229,36,Male,City46,Gift Card,Next-Day,32.89,3,1.0,1,0.39157869672196205
ORD00001113,PROD00001113,USER00001113,2024-11-11,2024-08-27,Medium,154.56,5,Not as described,Returned,-76,38,Male,City82,Gift Card,Express,34.34,5,1.0,1,1.1108954451345756
ORD00001114,PROD00001114,USER00001114,2023-03-09,2024-11-28,Low,87.22,5,Not as described,Returned,630,22,Male,City87,Credit Card,Express,18.48,5,1.0,1,1.0593900481540932
ORD00001115,PROD00001115,USER00001115,2023-12-19,,High,483.36,4,,Not Returned,,47,Male,City24,Gift Card,Standard,24.87,,,0,0.2058093346573982
ORD00001116,PROD00001116,USER00001116,2024-04-30,2023-02-25,High,466.85,4,Not as described,Returned,-430,59,Male,City86,Debit Card,Next-Day,44.11,4,1.0,1,0.3779372389418443
ORD00001117,PROD00001117,USER00001117,2024-12-13,2024-07-25,Medium,134.39,4,Changed mind,Returned,-141,70,Male,City29,Credit Card,Standard,1.46,4,1.0,1,0.04345561425701317
ORD00001118,PROD00001118,USER00001118,2024-12-25,2024-09-04,Low,42.38,2,Changed mind,Returned,-112,28,Male,City87,Debit Card,Express,30.34,2,1.0,1,1.4318074563473335
ORD00001119,PROD00001119,USER00001119,2024-05-14,,Medium,228.3,2,,Not Returned,,55,Male,City1,Debit Card,Standard,7.73,,,0,0.06771791502409111
ORD00001120,PROD00001120,USER00001120,2024-07-17,2024-04-28,High,354.54,3,Defective,Returned,-80,35,Male,City32,Gift Card,Standard,25.39,3,1.0,1,0.21484176679641226
ORD00001121,PROD00001121,USER00001121,2024-03-07,,Medium,195.71,5,,Not Returned,,60,Male,City82,Gift Card,Express,46.25,,,0,1.18159521741352
ORD00001122,PROD00001122,USER00001122,2024-03-28,,Medium,213.79,5,,Not Returned,,22,Male,City13,PayPal,Express,4.33,,,0,0.1012675990457926
ORD00001123,PROD00001123,USER00001123,2023-10-23,2024-06-26,High,385.15,1,Defective,Returned,247,61,Female,City97,Credit Card,Express,37.99,1,1.0,1,0.09863689471634429
ORD00001124,PROD00001124,USER00001124,2024-10-25,,High,394.96,1,,Not Returned,,37,Male,City73,Debit Card,Standard,0.35,,,0,0.0008861656876645736
ORD00001125,PROD00001125,USER00001125,2024-11-18,2024-09-21,High,338.28,1,Changed mind,Returned,-58,48,Female,City12,Debit Card,Express,15.02,1,1.0,1,0.04440108785621379
ORD00001126,PROD00001126,USER00001126,2023-06-24,,Medium,249.42,1,,Not Returned,,30,Female,City9,Gift Card,Express,46.98,,,0,0.18835698821265334
ORD00001127,PROD00001127,USER00001127,2023-06-27,2024-05-01,Low,60.53,2,Changed mind,Returned,309,37,Male,City63,Debit Card,Next-Day,8.74,2,1.0,1,0.28878242193953413
ORD00001128,PROD00001128,USER00001128,2024-02-09,2023-09-13,Medium,218.88,2,Not as described,Returned,-149,27,Female,City73,PayPal,Standard,19.06,2,1.0,1,0.17415935672514618
ORD00001129,PROD00001129,USER00001129,2024-01-09,,Medium,265.79,4,,Not Returned,,56,Female,City39,PayPal,Next-Day,33.75,,,0,0.5079197862974528
ORD00001130,PROD00001130,USER00001130,2023-01-10,2024-09-18,High,330.55,4,Wrong item,Returned,617,57,Female,City45,Debit Card,Next-Day,8.62,4,1.0,1,0.10431099682347601
ORD00001131,PROD00001131,USER00001131,2023-01-28,2024-09-09,Medium,254.95,5,Defective,Returned,590,42,Female,City4,PayPal,Express,5.66,5,1.0,1,0.11100215728574231
ORD00001132,PROD00001132,USER00001132,2023-04-11,,High,345.98,4,,Not Returned,,39,Male,City76,Credit Card,Next-Day,29.19,,,0,0.3374761546910226
ORD00001133,PROD00001133,USER00001133,2023-04-14,2024-03-03,Medium,204.83,5,Wrong item,Returned,324,39,Female,City3,PayPal,Standard,38.09,5,1.0,1,0.9297954401210761
ORD00001134,PROD00001134,USER00001134,2024-08-12,2024-02-27,Medium,276.22,2,Not as described,Returned,-167,59,Female,City86,PayPal,Express,16.35,2,1.0,1,0.11838389689378032
ORD00001135,PROD00001135,USER00001135,2024-10-16,2023-12-03,Low,44.7,4,Not as described,Returned,-318,51,Female,City95,Debit Card,Next-Day,43.27,4,1.0,1,3.872035794183445
ORD00001136,PROD00001136,USER00001136,2023-05-22,,Medium,165.88,5,,Not Returned,,37,Male,City84,Debit Card,Express,15.09,,,0,0.45484687726067036
ORD00001137,PROD00001137,USER00001137,2024-01-07,,Medium,111.41,4,,Not Returned,,24,Female,City86,Credit Card,Standard,8.89,,,0,0.3191814020285432
ORD00001138,PROD00001138,USER00001138,2024-08-25,2024-10-30,Low,98.41,4,Not as described,Returned,66,30,Female,City77,Gift Card,Next-Day,23.01,4,1.0,1,0.9352708058124175
ORD00001139,PROD00001139,USER00001139,2024-09-23,2024-01-21,Medium,168.88,5,Not as described,Returned,-246,50,Female,City50,Gift Card,Standard,44.5,5,1.0,1,1.3175035528185695
ORD00001140,PROD00001140,USER00001140,2023-08-04,,Medium,290.89,5,,Not Returned,,53,Female,City17,Gift Card,Next-Day,8.0,,,0,0.13750902402970197
ORD00001141,PROD00001141,USER00001141,2023-04-13,2023-02-26,Low,75.5,3,Wrong item,Returned,-46,49,Male,City49,Gift Card,Express,45.83,3,1.0,1,1.8210596026490067
ORD00001142,PROD00001142,USER00001142,2024-08-13,,High,352.34,4,,Not Returned,,58,Male,City95,Gift Card,Express,25.57,,,0,0.29028779020264517
ORD00001143,PROD00001143,USER00001143,2023-05-12,2024-07-05,High,483.41,1,Changed mind,Returned,420,29,Male,City95,Credit Card,Next-Day,48.0,1,1.0,1,0.0992945946505037
ORD00001144,PROD00001144,USER00001144,2024-12-23,,Medium,277.07,5,,Not Returned,,49,Male,City11,Gift Card,Express,8.65,,,0,0.15609773703396254
ORD00001145,PROD00001145,USER00001145,2023-04-15,2024-10-01,High,437.0,2,Wrong item,Returned,535,38,Male,City29,Gift Card,Express,1.63,2,1.0,1,0.007459954233409611
ORD00001146,PROD00001146,USER00001146,2024-12-14,2024-07-05,High,392.55,4,Wrong item,Returned,-162,61,Male,City30,Gift Card,Express,10.79,4,1.0,1,0.10994777735320341
ORD00001147,PROD00001147,USER00001147,2024-03-19,2024-06-22,Medium,261.08,3,Not as described,Returned,95,53,Female,City6,Gift Card,Standard,26.72,3,1.0,1,0.3070323272560135
ORD00001148,PROD00001148,USER00001148,2024-12-29,2024-08-26,High,425.03,1,Defective,Returned,-125,28,Male,City46,Credit Card,Next-Day,32.48,1,1.0,1,0.07641813519045715
ORD00001149,PROD00001149,USER00001149,2024-04-09,2024-03-09,High,423.17,5,Wrong item,Returned,-31,65,Female,City24,Gift Card,Standard,9.75,5,1.0,1,0.11520192830304604
ORD00001150,PROD00001150,USER00001150,2024-07-22,,Medium,261.01,3,,Not Returned,,26,Female,City34,PayPal,Next-Day,38.81,,,0,0.4460748630320678
ORD00001151,PROD00001151,USER00001151,2024-06-10,,Low,63.55,3,,Not Returned,,35,Male,City56,PayPal,Standard,5.17,,,0,0.24405979543666406
ORD00001152,PROD00001152,USER00001152,2023-04-02,,High,390.33,3,,Not Returned,,70,Female,City94,Gift Card,Express,30.9,,,0,0.23749135347014064
ORD00001153,PROD00001153,USER00001153,2024-06-24,,High,354.55,1,,Not Returned,,40,Male,City91,Gift Card,Standard,27.0,,,0,0.07615286983500211
ORD00001154,PROD00001154,USER00001154,2023-04-01,2023-09-29,High,497.27,2,Changed mind,Returned,181,63,Female,City79,Credit Card,Next-Day,17.79,2,1.0,1,0.0715506666398536
ORD00001155,PROD00001155,USER00001155,2023-01-26,,Medium,264.68,3,,Not Returned,,26,Female,City70,Credit Card,Standard,2.9,,,0,0.03286988061054859
ORD00001156,PROD00001156,USER00001156,2023-05-23,2023-12-27,Medium,239.87,2,Changed mind,Returned,218,46,Male,City82,Gift Card,Next-Day,0.03,2,1.0,1,0.00025013549005711426
ORD00001157,PROD00001157,USER00001157,2023-06-25,,High,358.04,2,,Not Returned,,39,Female,City68,PayPal,Express,28.8,,,0,0.1608758797899676
ORD00001158,PROD00001158,USER00001158,2024-05-20,,High,488.06,4,,Not Returned,,26,Male,City86,PayPal,Express,21.43,,,0,0.1756341433430316
ORD00001159,PROD00001159,USER00001159,2023-06-16,2023-05-07,High,498.5,4,Defective,Returned,-40,57,Female,City58,Credit Card,Next-Day,33.88,4,1.0,1,0.2718555667001003
ORD00001160,PROD00001160,USER00001160,2023-10-09,,Low,86.25,3,,Not Returned,,70,Female,City33,Gift Card,Express,44.67,,,0,1.5537391304347825
ORD00001161,PROD00001161,USER00001161,2023-03-11,,High,432.8,1,,Not Returned,,48,Male,City98,Credit Card,Standard,17.37,,,0,0.04013401109057301
ORD00001162,PROD00001162,USER00001162,2024-01-14,,High,353.05,2,,Not Returned,,27,Male,City1,Credit Card,Express,43.02,,,0,0.24370485766888544
ORD00001163,PROD00001163,USER00001163,2024-03-06,,Medium,204.27,1,,Not Returned,,64,Female,City17,PayPal,Next-Day,31.13,,,0,0.15239633817985998
ORD00001164,PROD00001164,USER00001164,2024-09-22,2023-11-24,Low,44.27,2,Wrong item,Returned,-303,20,Female,City14,PayPal,Standard,14.91,2,1.0,1,0.6735938558843461
ORD00001165,PROD00001165,USER00001165,2024-09-24,,High,348.25,1,,Not Returned,,70,Female,City86,PayPal,Standard,31.38,,,0,0.09010768126346015
ORD00001166,PROD00001166,USER00001166,2024-01-16,2024-02-03,Medium,262.0,3,Wrong item,Returned,18,52,Female,City82,Credit Card,Next-Day,26.03,3,1.0,1,0.29805343511450383
ORD00001167,PROD00001167,USER00001167,2024-10-24,2023-06-03,Medium,133.56,5,Not as described,Returned,-509,50,Female,City89,Credit Card,Express,43.59,5,1.0,1,1.6318508535489666
ORD00001168,PROD00001168,USER00001168,2023-04-10,2023-11-07,Medium,146.53,5,Wrong item,Returned,211,39,Female,City3,Credit Card,Express,43.75,5,1.0,1,1.492868354603153
ORD00001169,PROD00001169,USER00001169,2023-06-01,2023-03-30,Medium,122.38,5,Not as described,Returned,-63,52,Male,City11,Gift Card,Express,32.37,5,1.0,1,1.3225200196110476
ORD00001170,PROD00001170,USER00001170,2024-03-16,,High,329.11,2,,Not Returned,,23,Female,City67,Debit Card,Express,2.78,,,0,0.016894047582875025
ORD00001171,PROD00001171,USER00001171,2024-07-06,,Medium,168.16,3,,Not Returned,,63,Female,City35,PayPal,Express,13.15,,,0,0.23459800190294958
ORD00001172,PROD00001172,USER00001172,2023-04-04,,Medium,279.93,4,,Not Returned,,68,Female,City95,Credit Card,Standard,31.52,,,0,0.45039831386418033
ORD00001173,PROD00001173,USER00001173,2024-06-07,2023-08-06,High,356.28,2,Defective,Returned,-306,18,Female,City23,Gift Card,Express,15.73,2,1.0,1,0.08830133602784328
ORD00001174,PROD00001174,USER00001174,2023-07-12,2023-04-19,Low,31.82,4,Not as described,Returned,-84,67,Male,City46,Debit Card,Next-Day,19.58,4,1.0,1,2.4613450659962286
ORD00001175,PROD00001175,USER00001175,2024-07-05,,High,335.82,1,,Not Returned,,24,Female,City96,Debit Card,Standard,22.48,,,0,0.06694062295277232
ORD00001176,PROD00001176,USER00001176,2023-11-23,2024-08-12,Low,82.17,2,Not as described,Returned,263,49,Male,City20,PayPal,Next-Day,41.45,2,1.0,1,1.0088840209322139
ORD00001177,PROD00001177,USER00001177,2023-02-09,,Medium,294.54,5,,Not Returned,,41,Male,City50,Credit Card,Standard,12.09,,,0,0.20523528213485434
ORD00001178,PROD00001178,USER00001178,2023-06-20,,Low,24.41,1,,Not Returned,,39,Male,City83,Gift Card,Standard,0.33,,,0,0.013519049569848424
ORD00001179,PROD00001179,USER00001179,2023-09-12,2023-06-10,High,404.27,2,Defective,Returned,-94,33,Male,City38,PayPal,Standard,35.26,2,1.0,1,0.17443787567714647
ORD00001180,PROD00001180,USER00001180,2024-09-23,2024-12-23,Low,40.97,5,Not as described,Returned,91,70,Female,City7,Gift Card,Standard,27.22,5,1.0,1,3.3219428850378323
ORD00001181,PROD00001181,USER00001181,2024-09-26,2023-10-17,High,345.67,2,Wrong item,Returned,-345,38,Female,City73,Credit Card,Express,38.14,2,1.0,1,0.22067289611479154
ORD00001182,PROD00001182,USER00001182,2024-03-14,2023-02-28,High,455.13,1,Not as described,Returned,-380,45,Male,City30,Debit Card,Next-Day,42.56,1,1.0,1,0.09351174389734801
ORD00001183,PROD00001183,USER00001183,2023-06-10,2023-07-13,Medium,257.51,1,Changed mind,Returned,33,52,Female,City72,Gift Card,Next-Day,42.59,1,1.0,1,0.16539163527629996
ORD00001184,PROD00001184,USER00001184,2023-10-30,,Low,18.83,2,,Not Returned,,43,Female,City49,Credit Card,Next-Day,40.58,,,0,4.310143388210303
ORD00001185,PROD00001185,USER00001185,2024-07-25,2023-08-20,High,301.73,5,Defective,Returned,-340,58,Female,City95,Gift Card,Standard,12.67,5,1.0,1,0.20995592085639478
ORD00001186,PROD00001186,USER00001186,2023-08-09,,Low,58.95,2,,Not Returned,,70,Female,City5,Debit Card,Standard,38.4,,,0,1.302798982188295
ORD00001187,PROD00001187,USER00001187,2024-02-06,,Low,5.27,1,,Not Returned,,69,Female,City75,Gift Card,Standard,23.96,,,0,4.546489563567363
ORD00001188,PROD00001188,USER00001188,2024-09-02,,Low,78.05,1,,Not Returned,,26,Male,City64,Gift Card,Standard,5.89,,,0,0.07546444586803332
ORD00001189,PROD00001189,USER00001189,2024-03-17,2024-02-21,Low,67.22,5,Defective,Returned,-25,40,Female,City66,Gift Card,Express,22.26,5,1.0,1,1.6557572151145494
ORD00001190,PROD00001190,USER00001190,2024-07-29,2024-03-03,High,304.8,5,Wrong item,Returned,-148,65,Male,City28,Gift Card,Standard,10.21,5,1.0,1,0.16748687664041997
ORD00001191,PROD00001191,USER00001191,2024-10-27,2024-08-17,High,401.16,4,Defective,Returned,-71,46,Female,City88,Gift Card,Standard,30.07,4,1.0,1,0.29983049157443414
ORD00001192,PROD00001192,USER00001192,2023-06-01,,High,360.83,5,,Not Returned,,37,Female,City39,Gift Card,Express,31.17,,,0,0.43192084915334095
ORD00001193,PROD00001193,USER00001193,2023-05-18,,High,459.98,4,,Not Returned,,23,Female,City7,Gift Card,Express,17.61,,,0,0.15313709291708333
ORD00001194,PROD00001194,USER00001194,2023-07-31,,Low,27.87,1,,Not Returned,,43,Female,City66,Gift Card,Next-Day,16.51,,,0,0.5923932543954072
ORD00001195,PROD00001195,USER00001195,2024-01-20,2023-05-08,High,328.05,4,Not as described,Returned,-257,40,Female,City81,Debit Card,Next-Day,9.28,4,1.0,1,0.11315348270080779
ORD00001196,PROD00001196,USER00001196,2024-03-03,2024-08-04,Medium,264.8,5,Defective,Returned,154,28,Male,City25,Credit Card,Next-Day,36.35,5,1.0,1,0.6863670694864048
ORD00001197,PROD00001197,USER00001197,2023-11-30,,High,451.27,4,,Not Returned,,21,Female,City93,PayPal,Standard,2.09,,,0,0.018525494714915682
ORD00001198,PROD00001198,USER00001198,2023-10-14,,Medium,125.91,1,,Not Returned,,37,Female,City26,Credit Card,Next-Day,28.76,,,0,0.22841712334206976
ORD00001199,PROD00001199,USER00001199,2023-01-17,2024-03-22,Medium,113.7,4,Wrong item,Returned,430,61,Female,City14,Gift Card,Standard,19.4,4,1.0,1,0.6824978012313104
ORD00001200,PROD00001200,USER00001200,2024-09-26,2023-06-17,High,408.69,5,Changed mind,Returned,-467,65,Female,City54,PayPal,Next-Day,47.43,5,1.0,1,0.5802686632900242
ORD00001201,PROD00001201,USER00001201,2023-03-20,,High,369.5,3,,Not Returned,,65,Male,City48,Debit Card,Standard,39.64,,,0,0.3218403247631935
ORD00001202,PROD00001202,USER00001202,2024-11-17,,Medium,126.96,2,,Not Returned,,32,Female,City92,Debit Card,Standard,17.6,,,0,0.2772526780088217
ORD00001203,PROD00001203,USER00001203,2023-05-02,,High,346.29,3,,Not Returned,,56,Female,City82,PayPal,Standard,34.72,,,0,0.3007883565797453
ORD00001204,PROD00001204,USER00001204,2024-03-12,,High,437.09,1,,Not Returned,,45,Male,City60,Debit Card,Express,38.99,,,0,0.08920359651330391
ORD00001205,PROD00001205,USER00001205,2024-04-24,,Medium,269.78,2,,Not Returned,,53,Male,City1,PayPal,Standard,46.55,,,0,0.3450960041515309
ORD00001206,PROD00001206,USER00001206,2023-12-01,,High,447.68,4,,Not Returned,,46,Male,City76,Gift Card,Standard,43.5,,,0,0.38867047891350964
ORD00001207,PROD00001207,USER00001207,2023-03-25,2024-05-23,Medium,122.46,1,Not as described,Returned,425,35,Female,City96,Debit Card,Standard,0.14,1,1.0,1,0.0011432304425935001
ORD00001208,PROD00001208,USER00001208,2023-10-08,2024-05-31,High,344.72,4,Changed mind,Returned,236,36,Male,City3,PayPal,Express,19.49,4,1.0,1,0.22615456022278949
ORD00001209,PROD00001209,USER00001209,2023-07-30,,Medium,227.29,2,,Not Returned,,56,Male,City48,Debit Card,Express,23.33,,,0,0.2052883980817458
ORD00001210,PROD00001210,USER00001210,2023-08-31,2024-08-03,Medium,221.51,1,Defective,Returned,338,52,Female,City97,PayPal,Express,38.52,1,1.0,1,0.173897340977834
ORD00001211,PROD00001211,USER00001211,2024-11-01,,High,359.45,1,,Not Returned,,65,Female,City60,Debit Card,Express,25.47,,,0,0.07085825566838225
ORD00001212,PROD00001212,USER00001212,2024-08-11,2024-10-02,Medium,277.36,2,Defective,Returned,52,36,Female,City93,Gift Card,Express,40.9,2,1.0,1,0.2949235650418229
ORD00001213,PROD00001213,USER00001213,2023-08-15,,High,316.09,5,,Not Returned,,18,Male,City36,Debit Card,Standard,35.46,,,0,0.5609161947546586
ORD00001214,PROD00001214,USER00001214,2023-11-10,,Low,18.46,3,,Not Returned,,55,Male,City59,Gift Card,Express,30.6,,,0,4.972914409534128
ORD00001215,PROD00001215,USER00001215,2023-10-28,2023-02-18,Low,13.69,3,Changed mind,Returned,-252,29,Male,City91,Credit Card,Express,17.33,3,1.0,1,3.797662527392257
ORD00001216,PROD00001216,USER00001216,2023-07-24,,Medium,169.67,5,,Not Returned,,40,Male,City13,Credit Card,Standard,17.84,,,0,0.5257264100901751
ORD00001217,PROD00001217,USER00001217,2023-01-18,2023-02-14,High,497.13,5,Wrong item,Returned,27,45,Male,City89,PayPal,Next-Day,27.8,5,1.0,1,0.2796049323114679
ORD00001218,PROD00001218,USER00001218,2024-03-15,,High,390.73,4,,Not Returned,,27,Male,City17,PayPal,Express,18.79,,,0,0.19235789419803956
ORD00001219,PROD00001219,USER00001219,2023-12-16,2024-11-17,High,324.49,2,Wrong item,Returned,337,50,Male,City22,PayPal,Standard,18.31,2,1.0,1,0.11285401707294522
ORD00001220,PROD00001220,USER00001220,2024-02-15,,Medium,254.39,2,,Not Returned,,40,Male,City16,PayPal,Express,12.21,,,0,0.09599433940013366
ORD00001221,PROD00001221,USER00001221,2023-04-26,,Medium,278.35,5,,Not Returned,,32,Female,City86,Debit Card,Next-Day,48.53,,,0,0.8717442069337166
ORD00001222,PROD00001222,USER00001222,2024-07-19,,Low,85.89,2,,Not Returned,,35,Female,City46,Debit Card,Next-Day,11.55,,,0,0.26894865525672373
ORD00001223,PROD00001223,USER00001223,2024-03-29,2023-01-25,Medium,157.47,3,Changed mind,Returned,-429,41,Male,City54,Gift Card,Express,34.7,3,1.0,1,0.6610783006286912
ORD00001224,PROD00001224,USER00001224,2024-06-11,,Medium,130.51,4,,Not Returned,,53,Male,City2,PayPal,Express,49.75,,,0,1.5247873726151253
